experiment,run_a,run_b,summary_similarity,profile_rec_similarity,meal_suggestion_similarity,change_set_jaccard,same_primary_rec_area,same_profile_focus
real_deepseek_v4pro_50,run_007,run_025,0.07,0.303,0.03,0.0,False,False
real_deepseek_v4pro_50,run_007,run_026,0.032,0.253,0.044,0.0,False,True
real_deepseek_v4pro_50,run_007,run_027,0.055,0.311,0.046,0.333,False,False
real_deepseek_v4pro_50,run_007,run_028,0.04,0.39,0.057,0.0,False,False
real_deepseek_v4pro_50,run_007,run_029,0.053,0.296,0.041,0.0,False,False
real_deepseek_v4pro_50,run_007,run_030,0.099,0.813,0.056,0.333,True,True
real_deepseek_v4pro_50,run_007,run_031,0.052,0.311,0.018,0.0,False,False
real_deepseek_v4pro_50,run_007,run_032,0.077,0.034,0.017,0.333,False,True
real_deepseek_v4pro_50,run_007,run_033,0.033,0.307,0.047,0.667,False,False
real_deepseek_v4pro_50,run_007,run_034,0.059,0.434,0.019,0.0,False,False
real_deepseek_v4pro_50,run_007,run_035,0.013,0.036,0.297,0.0,False,True
real_deepseek_v4pro_50,run_007,run_036,0.07,0.441,0.051,0.167,False,False
real_deepseek_v4pro_50,run_007,run_037,0.089,1.0,0.075,0.333,True,True
real_deepseek_v4pro_50,run_007,run_038,0.049,0.474,0.008,0.5,False,True
real_deepseek_v4pro_50,run_007,run_039,0.029,0.864,0.009,0.333,True,True
real_deepseek_v4pro_50,run_007,run_040,0.05,0.251,0.066,0.0,True,True
real_deepseek_v4pro_50,run_007,run_041,0.065,0.23,0.037,0.143,False,False
real_deepseek_v4pro_50,run_007,run_042,0.05,0.084,0.035,0.333,False,True
real_deepseek_v4pro_50,run_007,run_043,0.064,0.296,0.015,0.0,False,False
real_deepseek_v4pro_50,run_007,run_044,0.145,0.301,0.052,0.0,False,False
real_deepseek_v4pro_50,run_007,run_045,0.059,0.005,0.066,0.0,False,False
real_deepseek_v4pro_50,run_007,run_046,0.052,0.511,0.061,0.0,False,False
real_deepseek_v4pro_50,run_007,run_047,0.046,0.114,0.049,0.0,False,False
real_deepseek_v4pro_50,run_007,run_048,0.05,0.813,0.022,0.333,True,True
real_deepseek_v4pro_50,run_007,run_049,0.083,1.0,0.044,0.5,True,True
real_deepseek_v4pro_50,run_007,run_050,0.043,0.53,0.026,0.25,True,True
real_deepseek_v4pro_50,run_008,run_009,0.063,0.026,0.047,0.0,False,False
